ResponseID,warmth_5,god_5,god_6,death_5,death_6,elderly_5,power_5,power_6,conservati_5,time_5,purity_5,sweet_5,sexypics_5,gender,religionbinary
R_5sFCof1IFeuski9,3,94,32,75,52,72,100,84,32,31,44,73,12,2,-0.5
R_3QTqSZTm1eMF0oJ,2,41,64,4,7,66,97,45,22,15,76,20,7,1,0.5
R_cO0bfqp7IJDIAId,12,71,59,3,5,79,100,81,20,32,80,2,11,1,0.5
R_4HCLEgMSsxBzR5j,51,52,14,3,7,49,92,29,69,43,73,42,43,1,0.5
R_5vGCT3xaNkmSvhH,19,35,19,0,26,76,100,75,63,25,70,22,35,1,0.5
R_3f5pgkeGmXyN69T,0,29,36,10,0,74,93,34,63,21,29,42,24,1,-0.5
R_2fOWZhJXZLTTMR7,75,2,80,24,5,80,93,74,81,79,75,10,77,1,0.5
R_eIJ4Jlv21MqzmS1,0,37,66,0,0,90,80,33,10,32,26,0,0,1,-0.5
R_6EEzTtOu1U1zMOx,0,10,0,0,0,90,100,30,0,80,10,0,0,2,-0.5
R_1SM5syH8e0lk3ch,0,59,0,0,0,56,96,21,1,0,8,0,63,1,0.5
R_0NfZYlI1HuY6yrj,0,50,0,0,0,50,100,69,39,0,50,0,50,1,-0.5
R_cN0OqcyPZzyBym1,48,15,32,0,0,87,82,54,56,22,37,10,31,1,-0.5
R_cTN6g4TZrzcFo69,57,28,8,1,33,74,86,76,79,42,44,79,63,1,0.5
R_1zsyHe1XKb5D0TH,20,0,10,0,0,70,100,10,10,20,0,0,20,1,0.5
R_3UwalAOvEECqrIh,39,38,72,28,13,92,100,81,96,21,97,78,73,2,0.5
R_7OjIg9YeEqzS6R7,NA,NA,22,NA,NA,100,100,51,16,33,27,19,NA,1,0.5
R_3gCyefTJ5msOEe1,0,57,0,0,3,84,86,32,0,4,11,12,0,1,-0.5
R_9B3pG9PvlWr6kg5,0,23,16,0,0,69,86,47,27,51,78,49,23,1,-0.5
R_78kVvXDbqbUi2LX,0,100,10,5,5,98,100,80,10,0,40,0,0,2,0.5
R_bCSRngr5pQGj7bD,22,63,4,2,0,85,78,77,32,18,60,3,71,1,0.5
R_73Qz3Eg9zCSPEhL,4,0,37,0,0,33,92,9,58,8,19,0,47,2,-0.5
R_a8EIH2v74Yko5aR,52,45,83,28,46,100,100,58,68,56,85,11,23,1,-0.5
R_6XuRxiEiBMJ5GzH,10,30,10,30,10,70,95,10,10,50,30,40,60,2,-0.5
R_3auCT2P60VYgcst,6,18,80,5,3,42,91,21,3,12,50,3,28,1,0.5
R_8prtiCgBaBeWyhv,0,52,100,0,0,38,100,74,0,16,68,49,20,1,0.5
R_1ERA45XeYJ6lDet,34,0,8,0,0,54,100,29,16,54,51,0,50,1,-0.5
R_1A3B73sPd7Dg4Xb,41,38,65,5,10,62,82,19,39,14,62,60,44,1,0.5
R_bjzVsupFcUJ3CyF,NA,NA,NA,NA,NA,10,100,50,80,50,10,NA,50,1,0.5
R_abHsVHVdy6N40ND,86,48,54,61,51,72,80,59,71,50,67,68,75,1,-0.5
R_2fYT5IdmOnpq17v,0,27,24,0,0,61,77,41,51,0,41,18,30,2,-0.5
R_d5McQv4e9yMzEI5,51,61,77,42,0,64,88,62,18,59,80,0,83,2,0.5
R_b27WvAjftriEUcJ,16,45,59,18,17,65,86,48,37,38,60,18,12,1,0.5
R_9WuOrisUeKxnAHz,5,2,26,0,0,61,92,22,78,2,33,4,10,2,0.5
R_b11R6vZfGlZYdYF,0,80,70,0,0,90,95,90,80,20,5,25,60,1,-0.5
R_88qx2BHFleeVBmR,5,55,79,0,0,69,96,19,0,0,54,0,38,1,0.5
R_0VCed5j89JWBX93,39,61,35,36,0,79,100,58,79,71,66,52,71,2,-0.5
R_5b8fntcaz8uUmwZ,0,0,0,0,0,70,100,0,0,0,0,0,0,2,-0.5
R_dj83yBMn8hScz1b,9,41,33,15,13,78,100,10,50,5,19,2,72,1,-0.5
R_9YSQCsqTEs7OQiF,0,47,100,38,1,100,90,89,81,48,100,57,48,1,0.5
R_6J4fJbF8qrYMkHr,8,61,38,0,0,79,92,68,47,17,100,18,0,2,0.5
R_1SJcHc6hieXA9Cd,0,10,0,0,0,41,88,0,0,0,50,0,0,2,-0.5
R_5cCcLNQkVk26N7f,10,90,90,0,0,70,90,60,70,10,20,10,70,1,0.5
R_cu0SXOl9AWsiMBf,20,78,59,3,0,59,69,9,18,19,28,8,50,1,-0.5
R_0rKx7jQ9Igy71s1,0,50,50,0,0,51,100,0,0,0,0,19,0,2,0.5
R_9yphS2arO5VX5kN,20,NA,NA,NA,NA,15,84,NA,43,20,15,30,10,2,-0.5
R_6Wmrbr6vWUlRbKZ,41,0,0,0,0,80,100,40,0,29,30,0,40,1,-0.5
R_bIN2WSBbwHKTbUN,0,0,80,0,0,90,80,40,30,30,60,0,20,2,0.5
R_eg0xNUorLUoGaeV,3,19,24,1,3,84,81,56,47,4,81,21,15,1,0.5
R_6ioSYDKMYmVHsu9,6,13,0,0,0,58,68,27,68,66,24,9,14,1,-0.5
R_eOQgvRTlVLGe8ND,31,11,60,0,0,57,100,42,87,0,91,26,70,2,0.5
R_afo4qGYcV0wjUvH,58,79,28,0,0,69,100,79,47,47,58,9,47,2,-0.5
R_4SnMavG1iNRfY2h,0,7,4,0,0,51,100,54,35,43,47,2,7,1,0.5
R_0ezL9f8rj5gw9Lf,16,80,87,55,10,91,68,49,20,76,57,63,32,1,0.5
R_dnEva2AqRKVm6Ed,14,0,0,3,0,47,100,3,40,32,48,39,5,1,-0.5
R_eqYDhWElFnQtFCB,12,59,18,0,0,91,100,11,92,22,79,9,29,2,-0.5
R_5AYQ3FdN75MDAOx,0,0,20,0,0,60,100,10,10,0,30,0,50,1,0.5
R_4VhTRQvF4SLUicl,24,62,10,4,0,91,89,0,29,14,60,2,52,1,0.5
R_eo1pqBgy8TSYGJ7,0,0,0,0,0,50,90,0,50,0,0,0,0,1,0.5
R_3h12ybwjjo7n68R,0,54,20,0,0,65,100,14,50,11,21,27,28,1,-0.5
R_38nx9TnJTEClpfT,0,0,0,0,0,50,51,0,0,0,50,0,0,1,-0.5
R_6ogR3Bevepe8Fp3,30,77,57,NA,NA,79,100,66,10,28,51,71,23,1,0.5
R_etkPw7vamPQytyR,38,79,100,0,0,85,100,27,58,61,69,0,42,1,0.5
R_1HXH6Y0h3NuEuFf,5,80,20,2,11,51,80,30,37,21,60,15,68,1,-0.5
R_7QUeGGGXJiMTUax,31,65,24,19,8,85,100,32,35,7,85,50,96,2,-0.5
R_8FZof8YTw1VIsxT,70,15,40,9,5,40,91,19,15,9,9,16,29,1,0.5
R_78PFe9C9RtzJlJj,0,53,90,2,2,65,89,42,75,12,7,17,62,1,-0.5
R_81YEghU64dBecjH,0,90,80,60,10,60,100,50,70,40,80,38,48,1,0.5
R_ewFGl0wqcjm0tIp,0,56,39,30,28,53,90,44,14,0,85,0,55,1,-0.5
R_6xshBkSNm2EQ5PD,0,72,29,0,0,100,100,49,99,69,100,9,0,2,0.5
R_3rqlOUg9ItGMvE9,31,50,26,0,0,70,85,55,50,26,65,20,30,1,-0.5
R_6WnHyxvYptErS0l,0,66,0,0,0,89,100,34,28,19,51,0,0,2,-0.5
R_4I30SQSXyNjBvMN,12,43,61,2,20,50,98,87,94,0,84,28,11,2,0.5
R_4YevmmqnsnftHN3,0,23,72,0,0,100,100,80,47,19,100,35,58,1,0.5
R_bEkkSqt7DrqmjcN,2,90,79,0,8,85,96,29,57,0,79,9,0,2,0.5
R_786ib6NQVJ4kUJL,25,72,16,NA,12,100,100,19,90,NA,47,8,58,2,-0.5
R_802VaC2dVoh0TmR,0,2,49,0,0,100,100,18,20,4,49,0,100,2,0.5
R_8nSGKmbsT3Ov3j7,0,0,50,0,0,20,80,90,50,10,80,0,80,1,0.5
R_6J3y9L7dxGDzwZn,1,15,4,0,0,72,91,8,50,0,27,11,14,2,-0.5
R_4IvAAjOfeIuRycd,0,61,0,0,0,92,100,92,93,93,74,0,51,1,-0.5
R_9KKURDgBjMZt8sB,16,21,20,20,6,85,85,49,59,55,80,6,2,1,-0.5
R_3aTzETvSR3e8VMN,29,30,59,52,20,81,81,51,52,71,49,30,51,2,0.5
R_4MCltfJ2XPEyatT,10,100,100,20,0,86,100,85,30,30,90,0,80,1,-0.5
R_doR4vY0pxCPCZ13,9,40,9,0,0,40,90,30,50,50,40,30,30,1,-0.5
R_ezdXEsBp1r62D7T,0,18,38,NA,8,31,80,29,26,0,17,1,38,1,0.5
R_5yCADwjNC3mSxql,0,20,50,0,20,71,100,18,50,29,39,0,41,1,-0.5
R_9Qt2xEqI3rdD6K1,10,25,52,0,28,42,93,63,67,51,37,0,16,1,0.5
R_1GDZrqTWh2tN5sh,0,0,19,0,0,91,100,69,0,0,63,0,0,1,-0.5
R_6RPlB6B4Io8hTKZ,5,100,93,0,0,74,100,28,39,19,27,0,0,1,0.5
R_3yENF8vs7NTfIEZ,52,86,39,0,0,66,82,50,50,65,0,84,100,1,-0.5
R_0P2L1zmk8yw49qB,93,15,100,0,0,100,97,90,65,0,99,18,0,2,0.5
R_b7sQvO8KGq0laqF,9,100,100,0,0,50,100,21,80,0,32,0,13,2,0.5
R_4IMuQTpylJjrHr7,10,25,55,NA,10,40,100,75,60,15,30,15,35,1,-0.5
R_cND1QUjUCEiQ2pv,5,80,10,0,0,79,93,27,83,42,37,26,8,2,-0.5
R_7XajIi2ZEMxGDul,50,3,29,12,1,75,61,34,62,18,38,40,0,2,-0.5
R_5bUK0lIHtfoAxCZ,94,98,99,0,0,86,98,69,59,12,24,0,0,1,0.5
R_097PYGzJA9sLBVH,0,66,60,0,0,50,100,50,80,50,69,42,53,1,-0.5
R_3jI56R3aLkuhw4B,26,50,66,43,44,75,89,63,58,35,54,44,48,1,-0.5
R_8Jvz7qOHExGtPq5,0,50,2,0,0,50,100,37,54,3,18,0,0,2,-0.5
R_6EhkTnIudWIDJFb,24,71,26,0,21,47,83,59,82,29,52,0,21,1,-0.5
R_0kS4IK1S8PI3tad,30,100,100,NA,NA,72,100,91,90,91,100,51,81,2,0.5
R_1MNRsUpS4HhymSF,44,60,65,0,32,86,89,78,75,68,22,0,33,1,-0.5
R_6rMOQ5HHP6VgXbf,0,0,0,0,0,100,100,54,0,0,0,0,0,2,-0.5
R_byGp33bnQQzfV2t,18,50,50,NA,NA,50,91,40,30,49,60,38,81,2,0.5
R_42wmujl0ZqnJqbr,60,52,75,33,5,74,88,79,69,50,67,29,50,1,-0.5
R_b7MiiwnDQiHt1lj,28,0,0,0,0,57,82,0,36,36,100,0,18,2,-0.5
R_3UXdQ3ihCJvFcwZ,20,50,40,0,0,57,100,8,50,9,80,20,0,1,-0.5
R_ex2yiWid95vcFAF,48,89,8,1,2,64,80,48,70,7,49,28,52,1,0.5
R_2lZUrQ9VVZnRnwN,10,1,51,1,1,100,90,19,35,1,55,5,32,1,-0.5
R_2tUjQlM1eI7N47b,46,13,14,5,10,97,92,58,34,89,25,22,94,1,-0.5
R_29ofoex0NXguGj3,15,46,73,7,20,89,66,38,11,53,86,42,40,1,0.5
R_eVEB2KKpjtXMwVn,18,38,0,0,0,58,100,24,0,28,27,0,36,2,0.5
R_cu0D0OFbH4M7p9r,0,0,0,0,0,94,92,10,0,7,0,0,61,1,-0.5
R_9yiltcjHyGTFEzP,69,0,76,0,0,87,100,0,0,0,92,0,0,2,-0.5
R_5mpJHVmyRY30axv,38,25,42,13,26,91,85,29,99,84,96,34,43,1,-0.5
R_4NnQiyyOfkoseWh,20,88,29,2,1,91,100,69,94,53,79,50,59,1,-0.5
R_2bJkxEqlHB0hEHj,12,88,79,58,0,56,96,9,55,12,97,3,6,2,0.5
R_5zkoyoKPonC2mkl,0,10,20,0,0,70,90,30,100,40,60,30,0,1,0.5
R_3W3hliY46lcnSXH,25,70,0,3,13,80,96,50,40,30,60,5,80,2,-0.5
R_71fx3DsaPJYFR7n,0,39,40,0,0,49,87,48,28,0,60,0,80,2,-0.5
R_2hQx5AxdH8iZLcp,0,69,29,0,0,71,95,27,19,30,30,0,0,1,-0.5
R_cJ7KCnaWKdC1QOh,0,84,49,0,0,77,95,9,100,5,83,0,0,1,-0.5
R_3CL3OH1zVWG1UOx,4,13,29,0,0,0,89,59,65,0,73,0,0,1,0.5
R_b1qtQ8SIE4MpQvH,0,44,71,0,0,91,96,62,0,37,42,0,0,1,0.5
R_bgfwsN1qBnlwVYp,0,0,0,0,0,0,100,0,0,0,50,0,0,1,-0.5
R_3z6c650QJ3JSk3H,10,56,90,2,4,84,96,69,85,9,5,50,6,1,-0.5
R_bdvwBbB0tknj5Y1,0,100,51,32,45,100,100,74,48,13,84,29,80,1,-0.5
R_3eo616EO3WpPgDb,0,20,25,0,0,60,75,40,40,0,5,0,15,2,0.5
R_5tngTdtp4m9ac05,30,67,27,6,5,66,86,76,60,47,32,5,19,1,-0.5
R_570i9AZlwk09WU5,47,0,0,0,0,90,81,13,0,NA,49,27,0,2,-0.5
R_8wEcJ30SE1uyFg1,10,25,25,0,0,91,100,10,68,0,65,14,46,1,0.5
R_5tnCzSkPyIFeM3r,0,27,60,0,0,97,100,2,96,50,91,0,26,2,0.5
R_eu2Ft6IymAhBAfr,37,52,71,40,60,69,55,77,23,31,42,17,39,1,-0.5
R_6PXHPfM9WVJM9oh,20,37,72,0,5,24,87,11,33,25,83,4,35,1,0.5
R_1SueMSnlltVfkzP,46,51,69,9,30,67,96,50,19,50,57,18,13,1,0.5
R_4N7twwJiU3S6STX,0,62,63,0,9,75,100,59,52,63,59,63,59,2,0.5
R_dgLu0ZaYMGOiF9j,0,0,0,38,0,85,100,78,0,34,31,27,0,2,-0.5
R_9ETNXreBzjkGOHP,58,47,12,3,3,55,91,0,31,3,62,5,11,2,0.5
R_aVM60BXXpRhkZff,30,33,33,40,20,47,68,37,29,78,57,41,23,1,0.5
R_4V0ry5rigTpfqn3,0,0,0,0,0,20,80,10,10,5,5,0,10,1,-0.5
R_1Uq9UJaladiROeN,29,73,43,39,15,82,85,65,37,67,80,34,57,2,0.5
R_9Ad9Wdq1I3UGwPb,0,3,6,15,13,78,76,66,62,2,66,59,76,1,-0.5
R_a9MvI7g8CYQMgC1,0,52,69,9,18,38,98,41,3,8,42,60,58,1,0.5
R_3DdiK98o7shLqwR,0,15,18,0,0,49,100,60,83,35,23,20,0,1,-0.5
R_1AGLPT10SEAl8Jn,0,64,0,0,2,51,100,58,30,20,70,28,0,1,-0.5
R_9Gna7f5mnqbA9oN,20,59,60,5,7,90,98,30,100,60,62,20,13,2,-0.5
R_4MjuSyq9gv9LNE9,0,50,0,0,0,60,100,60,80,40,40,30,40,2,-0.5
R_bPjzU1Ly9PTODVb,6,0,0,0,0,90,98,69,39,13,16,34,50,1,-0.5
R_6L3eZBxBKouWhk9,2,76,68,6,11,69,91,50,51,57,77,57,55,2,-0.5
R_e8J4dgeqqNHeREh,0,75,80,0,0,30,100,30,0,0,20,0,30,2,0.5
R_096j7zxZRI07Nqt,89,55,68,17,37,93,96,51,73,31,45,69,89,1,0.5
R_0OLqcgXTUFmcydD,20,93,52,0,0,100,100,71,84,51,100,38,55,2,-0.5
R_0ptyHpP3UPBDCL3,7,45,65,0,6,89,96,60,83,0,60,4,0,1,-0.5
R_ePZZYAPXWVUJtnT,0,37,13,15,15,38,100,65,0,10,7,0,82,1,-0.5
R_1HxdKlCZEFboarP,21,43,63,2,10,53,81,60,27,9,45,48,4,1,0.5
R_6Yysn7Ct4RLZ8tD,NA,NA,59,NA,NA,NA,100,5,74,22,47,33,57,1,0.5
R_9HXqGqW1sWEBeL3,27,100,87,4,0,100,100,12,48,35,60,0,100,1,0.5
R_4V20Y1oHqQvfYu9,15,75,27,3,2,80,100,40,93,20,90,10,32,1,-0.5
R_0AQb4tfeRPwjh2J,0,14,15,0,0,3,100,52,9,0,26,10,5,2,0.5
R_3DAIjL4HhTitJ9X,20,80,70,0,0,80,100,64,19,33,72,19,20,1,-0.5
R_0emrgaKuQqf2GAR,0,0,0,0,0,40,70,30,50,10,20,0,0,1,-0.5
R_b48OFRfHVQQPj01,55,53,85,12,30,88,100,72,54,92,100,85,0,2,0.5
R_efCGXg2SA1jkuON,37,73,90,61,61,62,57,52,61,52,72,53,78,1,0.5
R_9siHRl5oGXRYQZf,0,61,57,0,0,70,100,82,46,17,69,25,78,1,-0.5
R_0021FZUcNMDCuKp,11,0,28,0,0,92,100,0,0,80,100,52,100,1,-0.5
R_3OxPBPgc06ttiUR,0,0,20,0,0,60,100,20,0,0,100,58,0,1,0.5
R_eyMRH7ReK9MXEoZ,10,27,50,0,8,38,79,27,54,30,7,0,0,1,-0.5
R_6tzXWCGU358SgND,56,34,52,6,28,67,77,42,43,66,14,49,49,1,0.5
R_cupMsHn9j9LIoBL,10,38,0,0,0,74,75,7,20,0,59,40,57,1,0.5
R_0iCfxn4hMv2WmZD,60,43,59,10,25,60,87,65,67,32,39,38,33,1,-0.5
R_879y7CH6MtgvqL3,0,26,0,0,0,54,90,30,29,5,23,0,0,1,-0.5
R_8ivGvNhBS29xajH,48,67,76,6,13,69,100,87,50,39,86,56,52,2,-0.5
R_e2JMzRoZ01Wym3P,0,59,87,0,0,62,89,6,10,38,55,20,84,2,0.5
R_0OO4Hu2D4HdxoEZ,0,40,50,50,10,85,100,70,60,60,70,0,80,1,-0.5
R_eUPfa4GN7bUIAHX,62,79,67,0,27,79,58,92,81,45,79,20,55,2,-0.5
R_56cdE6C2sdtUvu5,0,41,19,23,12,53,100,50,16,68,51,69,62,1,-0.5
R_41uXNHyQCcgiRJb,60,20,40,0,0,45,77,78,38,29,56,37,47,1,-0.5
R_eJ2stwESVTfFyUl,37,10,38,0,5,53,96,57,31,0,57,0,37,2,0.5
R_0kwaGKy8g8DK0df,50,28,52,0,0,60,100,26,50,11,25,0,15,1,-0.5
R_6yUQWJtfHKip5OJ,0,90,0,0,0,91,100,30,28,0,28,0,28,1,-0.5
R_4HCdimFxc7qGvAh,0,98,100,39,0,89,97,94,19,38,100,91,100,2,0.5
R_1H8a3pn2UMGo7xX,19,100,100,0,0,82,100,60,17,52,91,0,0,2,0.5
R_eQCHwUDz7DWUL53,0,80,55,1,1,69,98,53,56,9,53,56,13,1,-0.5
R_a97UIRpesTY9AgJ,10,83,10,0,0,55,100,10,0,5,19,0,0,1,-0.5
R_8vKMhQ8JqxneWmp,88,100,100,5,30,90,100,22,94,21,92,56,87,1,0.5
R_6G7NuHK6etDfXTv,0,68,91,8,0,80,80,0,20,27,27,18,69,1,0.5
R_cHpKs84YsdIL3z7,4,0,0,0,0,89,100,82,9,64,61,66,57,1,-0.5
R_bCS1OM7WlcmPgPj,5,72,77,6,37,87,100,68,9,60,88,4,29,1,-0.5
R_89dWkb6eQJjBa6N,0,100,19,0,20,98,100,88,29,61,81,32,0,1,-0.5
R_50H5decmgKgnQEJ,77,58,62,16,39,80,88,55,67,24,52,44,56,1,-0.5
R_3TWVe2bdiyD3BLD,9,12,12,5,9,65,92,61,85,11,72,41,14,1,-0.5
R_eeUtsw6KspLBNMF,0,100,50,0,0,80,100,30,100,20,100,60,50,1,0.5
R_87aWPSKTADQMIFT,17,4,4,6,14,88,94,64,5,17,27,57,8,1,-0.5
R_bEgzZIxDo5m66JD,41,0,0,0,0,65,69,0,0,22,0,0,0,1,-0.5
R_1yL0e7jFswmkKy1,61,70,66,0,46,67,100,47,47,10,71,26,69,1,0.5
R_6Yhn3mwspyMEvgp,45,42,67,0,1,54,100,44,81,7,95,71,63,1,-0.5
R_b25DUilNViGIQQd,30,10,30,20,10,80,90,40,70,20,20,10,70,1,-0.5
R_a4q61v11nCBMvCR,76,88,36,NA,71,81,95,19,36,NA,19,NA,NA,1,0.5
R_3vAxgZGdxf0apGl,0,0,32,0,0,62,100,43,52,14,32,0,46,2,-0.5
R_3lYeKiypwK2yQU5,10,20,20,0,0,20,90,85,85,20,40,5,60,1,-0.5
R_8eQQzDXETsOwHOd,30,0,91,0,5,70,95,50,70,30,50,0,17,1,0.5
R_0UN8m9w6x6sysn3,0,62,51,0,0,100,100,50,50,50,70,0,25,1,-0.5
R_eyD0p6HXMfAeFh3,2,9,50,1,3,84,79,68,28,20,55,39,50,2,-0.5
R_2mDGyUfZOhNfc2h,0,25,57,0,9,76,93,57,38,0,88,0,24,1,-0.5
R_cCvtiq2j9H4tJMF,2,85,60,61,23,90,100,57,92,78,93,5,72,2,-0.5
R_cXTqeDbKklmTImF,66,79,57,2,0,59,92,28,90,57,69,46,69,1,-0.5
R_dbSnMnYlyfYXig5,52,48,81,48,9,74,96,53,18,60,90,44,43,2,0.5
R_aa8upHDfEPodXxj,59,39,19,0,0,82,91,39,0,0,91,10,18,2,-0.5
R_eP6s3iy68pQ2x2B,14,80,0,51,30,77,92,73,14,0,88,29,86,2,0.5
R_6rP2JbmY3J899Mp,6,34,16,0,3,41,100,23,78,29,4,3,26,2,-0.5
R_ekPXOVp8NNql1tj,1,49,NA,NA,NA,59,100,31,52,18,32,0,56,2,-0.5
R_79RSuAz6zAGFYUt,0,40,29,0,0,46,84,46,60,3,39,2,8,1,-0.5
R_1M8KyRKYRoac8Yd,15,33,51,3,2,74,67,35,75,16,25,3,3,1,0.5
R_cwqcXtH3aIpzZlP,NA,NA,60,NA,5,50,100,20,NA,NA,34,5,NA,1,0.5
R_e3fuwiyAiFsduBf,6,5,12,8,7,37,78,7,0,15,45,10,8,1,-0.5
R_5bb1iOm4yZEp06F,0,0,0,0,0,85,92,48,0,0,86,0,46,1,-0.5
R_b2yo2EHOcDF0CEZ,36,23,12,0,0,53,93,69,59,0,14,2,29,2,-0.5
R_eFAIgEuBIsdrRL7,10,17,73,0,0,100,100,79,51,21,60,0,93,1,0.5
R_9mKxYDenFIyybnD,1,66,57,9,6,85,85,46,48,80,87,29,57,1,0.5
R_0ILHGYENUASfM6p,50,44,73,0,0,60,100,29,73,43,82,20,0,1,-0.5
R_233MhxPiEA9wdsF,19,25,48,9,5,91,84,10,24,28,69,19,42,2,0.5
R_7TLwBDuxf9NCojX,NA,100,NA,3,88,100,100,NA,94,5,100,NA,70,1,0.5
R_1RGm74248AVEwZv,1,25,3,NA,NA,79,100,77,2,8,75,3,NA,2,0.5
R_6hv7tcCHc3v6jt3,70,0,49,0,0,50,100,83,0,25,11,0,0,1,-0.5
R_bQK8nfqkIO3AAAt,33,96,80,0,0,81,84,79,88,81,79,45,37,1,-0.5
R_bynZStWa84o831H,9,78,73,0,0,92,88,51,70,38,54,2,50,1,0.5
R_5dyshUJBgdyKqSF,3,89,72,5,5,64,100,34,100,28,69,14,39,1,0.5
R_eQKQNOobjWeWVpP,0,29,0,NA,9,81,87,34,36,9,90,0,NA,1,-0.5
R_a3HvYsAH105rhQx,33,17,12,3,5,40,89,11,2,17,47,19,19,2,0.5
R_cINfU1WQjHUNXsF,56,44,50,80,65,79,74,21,34,29,86,30,50,2,0.5
R_3OfHauoRy1RFWCN,77,86,59,5,21,95,86,46,56,23,42,35,73,1,-0.5
R_8G0eF1OmivgDXbT,25,76,100,10,0,93,97,81,0,13,63,9,86,1,-0.5
R_5dJmuWJkyP0uxmJ,0,50,78,0,0,37,87,86,39,0,53,23,0,2,-0.5
R_9RBnv2MdY1eUJNz,59,53,56,0,0,87,100,48,61,69,65,9,77,1,0.5
R_9RA3XDKIZldnDVj,26,28,66,5,0,27,52,47,14,34,66,3,84,1,-0.5
R_3CoUAMz2LgFFQqh,28,32,58,0,0,92,80,66,58,6,75,24,28,2,-0.5
R_2hOZqaxfByeigFT,0,17,40,0,0,19,80,47,18,3,27,2,31,2,-0.5
R_bDTV7C77gJvUSGx,0,0,0,0,0,100,100,82,27,6,79,10,52,1,-0.5
R_cSe386aWqKOgHBP,0,0,60,0,0,80,100,87,38,49,80,49,80,2,0.5
R_dpvdsqtb1XwPbhz,40,45,16,0,0,65,100,35,7,26,87,28,0,1,-0.5
R_6QBegzEUO8Qe1oh,39,NA,60,NA,NA,40,100,NA,56,40,70,40,32,2,-0.5
R_8iYgg3fzvwHxssl,0,47,20,0,0,91,96,56,33,44,37,0,89,1,-0.5
R_d7qOO3eYNzJBWUR,18,48,100,0,0,69,91,58,17,37,69,11,28,1,0.5
R_af8RKp14Br7e7C5,12,48,48,10,8,28,80,30,52,14,38,53,36,1,0.5
R_9sNmp7mkkYZOoJL,0,0,0,0,9,80,85,62,51,0,55,29,0,1,0.5
R_88HUZLAN2HVbEnH,0,89,58,2,30,76,37,80,10,47,25,10,48,2,0.5
R_dbeQscK513AkUT3,0,8,6,0,0,10,87,9,32,28,48,0,12,1,-0.5
R_2mIga4eNjEtdeKN,51,62,5,5,4,81,81,9,50,33,5,8,3,2,0.5
R_0BOUq4dLpOW28gB,0,18,0,0,0,50,84,16,20,0,19,0,0,1,-0.5
R_07LRg3fPDiDCYND,26,2,4,2,4,50,96,16,28,3,46,2,18,1,-0.5
R_2hiSaPZ0KxUoKKV,0,74,100,0,0,91,95,86,50,24,70,51,0,1,-0.5
R_1YobxpmUDQYFMUJ,0,26,29,0,0,46,82,32,32,0,46,0,69,1,0.5
R_2ou8TkRZNBj7j7v,33,3,15,1,2,98,83,61,29,25,94,71,34,2,-0.5
R_6FOrKITmLvGQqwJ,5,42,44,5,7,83,88,18,31,7,5,5,9,1,-0.5
R_bCJklV857TZYY85,2,25,0,0,0,86,85,12,84,55,42,7,1,1,-0.5
R_dmtGfXfh0g5kGXj,0,80,100,0,0,40,100,60,20,30,30,80,80,2,0.5
R_cMZJ74O8eecDKxT,17,0,46,100,0,100,92,92,100,51,50,0,0,1,-0.5
R_3g6b4OoR2y0w0XH,90,100,100,0,0,100,28,64,29,14,100,60,60,2,0.5
R_1RCCBH9KdTgkvRz,0,47,48,0,0,80,100,70,69,8,19,48,58,2,-0.5
R_0upVNwt1ZruHYP3,24,29,48,0,34,83,91,0,20,32,60,26,75,2,-0.5
R_6DawnfqpDnk4jGZ,0,0,27,1,0,82,100,39,0,0,0,0,0,1,-0.5
R_cFKqkZemTglSgiV,12,0,0,0,0,78,100,0,48,0,11,0,48,2,-0.5
R_d5dqChui28SGkOV,2,0,8,8,0,35,80,47,28,21,16,0,9,2,-0.5
R_6gGZg5R9r9iclJr,41,61,56,0,0,87,100,100,38,0,25,0,100,2,0.5
R_egJhtVboDFcyiUd,70,71,23,21,0,61,56,34,25,0,0,29,18,2,-0.5
R_dpAvWkeImFERvTL,0,0,0,0,0,20,100,0,100,0,0,20,0,1,-0.5
R_8w50rJU5C9OyzE9,0,73,34,0,0,81,100,30,7,0,17,68,28,2,0.5
R_25YsRzXgarAC4wR,0,0,0,0,0,0,100,48,0,0,100,0,0,2,0.5
R_a3k2wWM4kSQuzBz,4,59,39,0,30,79,100,55,100,70,25,33,65,1,-0.5
R_bqFjnzUodEzkysl,75,30,90,0,0,80,100,60,60,65,70,20,75,1,0.5
R_38bBBiUuVpXGIoR,26,25,45,0,0,85,100,55,40,24,39,39,34,1,-0.5
R_cwoBEdk8loR9arX,0,50,50,0,0,100,100,81,0,80,100,0,70,2,-0.5
R_0VtzpHLrWfZK4aV,0,78,0,0,0,100,100,38,0,0,100,61,0,2,-0.5
R_6gjTPZsqzeUgMuN,3,54,2,14,8,92,85,59,15,28,71,1,66,2,-0.5
R_5visRwOQvqGG1P7,16,37,28,2,8,99,100,84,25,100,18,8,52,2,-0.5
R_cZoaRjxboKhCb9X,33,55,51,6,60,59,77,56,48,62,70,28,36,1,-0.5
R_b2ullzPoJNDfnQF,0,100,43,0,0,95,92,58,35,0,77,0,23,2,0.5
R_5A6qU99odNnv1aJ,10,0,0,0,0,40,80,50,50,0,10,10,10,1,-0.5
R_3Qp3JkRcBz2wP9X,39,21,17,26,23,52,79,20,51,51,20,18,16,1,-0.5
